[23:18:38.139] [LastEpoch_Hud] List of skins, count = 3267
[23:18:38.142] [LastEpoch_Hud] Index = 0, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = All
[23:18:38.215] [LastEpoch_Hud] Index = 916, Base Name = Shamanic Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.215] [LastEpoch_Hud] Index = 917, Base Name = Shamanic Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.215] [LastEpoch_Hud] Index = 918, Base Name = Shamanic Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.215] [LastEpoch_Hud] Index = 919, Base Name = Shamanic Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.215] [LastEpoch_Hud] Index = 920, Base Name = Shamanic Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.215] [LastEpoch_Hud] Index = 921, Base Name = Shamanic Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.215] [LastEpoch_Hud] Index = 922, Base Name = Moon Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.215] [LastEpoch_Hud] Index = 923, Base Name = Moon Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.215] [LastEpoch_Hud] Index = 924, Base Name = Moon Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.215] [LastEpoch_Hud] Index = 925, Base Name = Moon Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.215] [LastEpoch_Hud] Index = 926, Base Name = Moon Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.215] [LastEpoch_Hud] Index = 927, Base Name = Moon Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.215] [LastEpoch_Hud] Index = 928, Base Name = Crystal Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.215] [LastEpoch_Hud] Index = 929, Base Name = Crystal Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.216] [LastEpoch_Hud] Index = 930, Base Name = Crystal Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.216] [LastEpoch_Hud] Index = 931, Base Name = Crystal Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.216] [LastEpoch_Hud] Index = 932, Base Name = Crystal Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.216] [LastEpoch_Hud] Index = 933, Base Name = Crystal Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.216] [LastEpoch_Hud] Index = 934, Base Name = Horned Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.216] [LastEpoch_Hud] Index = 935, Base Name = Horned Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.216] [LastEpoch_Hud] Index = 936, Base Name = Horned Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.216] [LastEpoch_Hud] Index = 937, Base Name = Horned Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.216] [LastEpoch_Hud] Index = 938, Base Name = Horned Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.216] [LastEpoch_Hud] Index = 939, Base Name = Horned Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.216] [LastEpoch_Hud] Index = 940, Base Name = Temple Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.216] [LastEpoch_Hud] Index = 941, Base Name = Temple Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.216] [LastEpoch_Hud] Index = 942, Base Name = Temple Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.216] [LastEpoch_Hud] Index = 943, Base Name = Temple Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.216] [LastEpoch_Hud] Index = 944, Base Name = Temple Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.217] [LastEpoch_Hud] Index = 945, Base Name = Temple Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.217] [LastEpoch_Hud] Index = 946, Base Name = Bladed Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.217] [LastEpoch_Hud] Index = 947, Base Name = Bladed Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.217] [LastEpoch_Hud] Index = 948, Base Name = Bladed Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.217] [LastEpoch_Hud] Index = 949, Base Name = Bladed Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.217] [LastEpoch_Hud] Index = 950, Base Name = Bladed Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.217] [LastEpoch_Hud] Index = 951, Base Name = Bladed Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.217] [LastEpoch_Hud] Index = 952, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.217] [LastEpoch_Hud] Index = 953, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.217] [LastEpoch_Hud] Index = 954, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.217] [LastEpoch_Hud] Index = 955, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.217] [LastEpoch_Hud] Index = 956, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.217] [LastEpoch_Hud] Index = 957, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.217] [LastEpoch_Hud] Index = 958, Base Name = Dragon Staff, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.217] [LastEpoch_Hud] Index = 959, Base Name = Dragon Staff, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.217] [LastEpoch_Hud] Index = 960, Base Name = Dragon Staff, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.217] [LastEpoch_Hud] Index = 961, Base Name = Dragon Staff, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.218] [LastEpoch_Hud] Index = 962, Base Name = Dragon Staff, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.218] [LastEpoch_Hud] Index = 963, Base Name = Dragon Staff, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.218] [LastEpoch_Hud] Index = 964, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Unknow
[23:18:38.218] [LastEpoch_Hud] Index = 965, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Unknow
[23:18:38.218] [LastEpoch_Hud] Index = 966, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Unknow
[23:18:38.218] [LastEpoch_Hud] Index = 967, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Unknow
[23:18:38.218] [LastEpoch_Hud] Index = 968, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Unknow
[23:18:38.218] [LastEpoch_Hud] Index = 969, Base Name = Gate Staff, Type = TWO_HANDED_STAFF, Classe Req = Unknow
[23:18:38.218] [LastEpoch_Hud] Index = 970, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.218] [LastEpoch_Hud] Index = 971, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.218] [LastEpoch_Hud] Index = 972, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.218] [LastEpoch_Hud] Index = 973, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.218] [LastEpoch_Hud] Index = 974, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.218] [LastEpoch_Hud] Index = 975, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.218] [LastEpoch_Hud] Index = 976, Base Name = Split Greatsword, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.218] [LastEpoch_Hud] Index = 977, Base Name = Split Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.219] [LastEpoch_Hud] Index = 978, Base Name = Split Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.219] [LastEpoch_Hud] Index = 979, Base Name = Split Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.219] [LastEpoch_Hud] Index = 980, Base Name = Split Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.219] [LastEpoch_Hud] Index = 981, Base Name = Split Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.219] [LastEpoch_Hud] Index = 982, Base Name = Imperial Warblade, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.219] [LastEpoch_Hud] Index = 983, Base Name = Imperial Warblade, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.219] [LastEpoch_Hud] Index = 984, Base Name = Imperial Warblade, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.219] [LastEpoch_Hud] Index = 985, Base Name = Imperial Warblade, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.219] [LastEpoch_Hud] Index = 986, Base Name = Imperial Warblade, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.219] [LastEpoch_Hud] Index = 987, Base Name = Imperial Warblade, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.219] [LastEpoch_Hud] Index = 988, Base Name = Khopesh, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.219] [LastEpoch_Hud] Index = 989, Base Name = Khopesh, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.219] [LastEpoch_Hud] Index = 990, Base Name = Khopesh, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.219] [LastEpoch_Hud] Index = 991, Base Name = Khopesh, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.219] [LastEpoch_Hud] Index = 992, Base Name = Khopesh, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.219] [LastEpoch_Hud] Index = 993, Base Name = Khopesh, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.219] [LastEpoch_Hud] Index = 994, Base Name = Claymore, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.219] [LastEpoch_Hud] Index = 995, Base Name = Claymore, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.220] [LastEpoch_Hud] Index = 996, Base Name = Claymore, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.220] [LastEpoch_Hud] Index = 997, Base Name = Claymore, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.220] [LastEpoch_Hud] Index = 998, Base Name = Claymore, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.220] [LastEpoch_Hud] Index = 999, Base Name = Claymore, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.220] [LastEpoch_Hud] Index = 1000, Base Name = Odachi, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.220] [LastEpoch_Hud] Index = 1001, Base Name = Odachi, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.220] [LastEpoch_Hud] Index = 1002, Base Name = Odachi, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.220] [LastEpoch_Hud] Index = 1003, Base Name = Odachi, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.220] [LastEpoch_Hud] Index = 1004, Base Name = Odachi, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.220] [LastEpoch_Hud] Index = 1005, Base Name = Odachi, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.220] [LastEpoch_Hud] Index = 1006, Base Name = Winged Blade, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.220] [LastEpoch_Hud] Index = 1007, Base Name = Winged Blade, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.220] [LastEpoch_Hud] Index = 1008, Base Name = Winged Blade, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.220] [LastEpoch_Hud] Index = 1009, Base Name = Winged Blade, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.220] [LastEpoch_Hud] Index = 1010, Base Name = Winged Blade, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.220] [LastEpoch_Hud] Index = 1011, Base Name = Winged Blade, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.220] [LastEpoch_Hud] Index = 1012, Base Name = Flamberge, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.221] [LastEpoch_Hud] Index = 1013, Base Name = Flamberge, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.221] [LastEpoch_Hud] Index = 1014, Base Name = Flamberge, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.221] [LastEpoch_Hud] Index = 1015, Base Name = Flamberge, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.221] [LastEpoch_Hud] Index = 1016, Base Name = Flamberge, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.221] [LastEpoch_Hud] Index = 1017, Base Name = Flamberge, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.221] [LastEpoch_Hud] Index = 1018, Base Name = Hollow Blade, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.221] [LastEpoch_Hud] Index = 1019, Base Name = Hollow Blade, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.221] [LastEpoch_Hud] Index = 1020, Base Name = Hollow Blade, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.221] [LastEpoch_Hud] Index = 1021, Base Name = Hollow Blade, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.221] [LastEpoch_Hud] Index = 1022, Base Name = Hollow Blade, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.221] [LastEpoch_Hud] Index = 1023, Base Name = Hollow Blade, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.221] [LastEpoch_Hud] Index = 1024, Base Name = Zweihander, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.221] [LastEpoch_Hud] Index = 1025, Base Name = Zweihander, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.221] [LastEpoch_Hud] Index = 1026, Base Name = Zweihander, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.221] [LastEpoch_Hud] Index = 1027, Base Name = Zweihander, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.221] [LastEpoch_Hud] Index = 1028, Base Name = Zweihander, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.222] [LastEpoch_Hud] Index = 1029, Base Name = Zweihander, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.222] [LastEpoch_Hud] Index = 1030, Base Name = Solarum Greatsword, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.222] [LastEpoch_Hud] Index = 1031, Base Name = Solarum Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.222] [LastEpoch_Hud] Index = 1032, Base Name = Solarum Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.232] [LastEpoch_Hud] Index = 1033, Base Name = Solarum Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.232] [LastEpoch_Hud] Index = 1034, Base Name = Solarum Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.232] [LastEpoch_Hud] Index = 1035, Base Name = Solarum Greatsword, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.232] [LastEpoch_Hud] Index = 1036, Base Name = Targe, Type = SHIELD, Classe Req = All
[23:18:38.232] [LastEpoch_Hud] Index = 1037, Base Name = Targe, Type = SHIELD, Classe Req = Acolyte
[23:18:38.232] [LastEpoch_Hud] Index = 1038, Base Name = Targe, Type = SHIELD, Classe Req = Mage
[23:18:38.232] [LastEpoch_Hud] Index = 1039, Base Name = Targe, Type = SHIELD, Classe Req = Primalist
[23:18:38.232] [LastEpoch_Hud] Index = 1040, Base Name = Targe, Type = SHIELD, Classe Req = Rogue
[23:18:38.232] [LastEpoch_Hud] Index = 1041, Base Name = Targe, Type = SHIELD, Classe Req = Sentinel
[23:18:38.233] [LastEpoch_Hud] Index = 1042, Base Name = Heater Shield, Type = SHIELD, Classe Req = All
[23:18:38.233] [LastEpoch_Hud] Index = 1043, Base Name = Heater Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.233] [LastEpoch_Hud] Index = 1044, Base Name = Heater Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.233] [LastEpoch_Hud] Index = 1045, Base Name = Heater Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.233] [LastEpoch_Hud] Index = 1046, Base Name = Heater Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.233] [LastEpoch_Hud] Index = 1047, Base Name = Heater Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.233] [LastEpoch_Hud] Index = 1048, Base Name = Knight Shield, Type = SHIELD, Classe Req = All
[23:18:38.233] [LastEpoch_Hud] Index = 1049, Base Name = Knight Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.233] [LastEpoch_Hud] Index = 1050, Base Name = Knight Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.233] [LastEpoch_Hud] Index = 1051, Base Name = Knight Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.233] [LastEpoch_Hud] Index = 1052, Base Name = Knight Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.233] [LastEpoch_Hud] Index = 1053, Base Name = Knight Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.233] [LastEpoch_Hud] Index = 1054, Base Name = Cavalier Shield, Type = SHIELD, Classe Req = All
[23:18:38.233] [LastEpoch_Hud] Index = 1055, Base Name = Cavalier Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.233] [LastEpoch_Hud] Index = 1056, Base Name = Cavalier Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.233] [LastEpoch_Hud] Index = 1057, Base Name = Cavalier Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.233] [LastEpoch_Hud] Index = 1058, Base Name = Cavalier Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.233] [LastEpoch_Hud] Index = 1059, Base Name = Cavalier Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.234] [LastEpoch_Hud] Index = 1060, Base Name = Tower Shield, Type = SHIELD, Classe Req = All
[23:18:38.234] [LastEpoch_Hud] Index = 1061, Base Name = Tower Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.234] [LastEpoch_Hud] Index = 1062, Base Name = Tower Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.234] [LastEpoch_Hud] Index = 1063, Base Name = Tower Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.234] [LastEpoch_Hud] Index = 1064, Base Name = Tower Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.234] [LastEpoch_Hud] Index = 1065, Base Name = Tower Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.234] [LastEpoch_Hud] Index = 1066, Base Name = Bandit Shield, Type = SHIELD, Classe Req = All
[23:18:38.234] [LastEpoch_Hud] Index = 1067, Base Name = Bandit Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.234] [LastEpoch_Hud] Index = 1068, Base Name = Bandit Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.234] [LastEpoch_Hud] Index = 1069, Base Name = Bandit Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.234] [LastEpoch_Hud] Index = 1070, Base Name = Bandit Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.234] [LastEpoch_Hud] Index = 1071, Base Name = Bandit Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.234] [LastEpoch_Hud] Index = 1072, Base Name = Root Shield, Type = SHIELD, Classe Req = All
[23:18:38.234] [LastEpoch_Hud] Index = 1073, Base Name = Root Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.234] [LastEpoch_Hud] Index = 1074, Base Name = Root Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.234] [LastEpoch_Hud] Index = 1075, Base Name = Root Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.235] [LastEpoch_Hud] Index = 1076, Base Name = Root Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.235] [LastEpoch_Hud] Index = 1077, Base Name = Root Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.235] [LastEpoch_Hud] Index = 1078, Base Name = Frostbound Shield, Type = SHIELD, Classe Req = All
[23:18:38.235] [LastEpoch_Hud] Index = 1079, Base Name = Frostbound Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.235] [LastEpoch_Hud] Index = 1080, Base Name = Frostbound Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.235] [LastEpoch_Hud] Index = 1081, Base Name = Frostbound Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.235] [LastEpoch_Hud] Index = 1082, Base Name = Frostbound Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.235] [LastEpoch_Hud] Index = 1083, Base Name = Frostbound Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.235] [LastEpoch_Hud] Index = 1084, Base Name = Kite Shield, Type = SHIELD, Classe Req = All
[23:18:38.235] [LastEpoch_Hud] Index = 1085, Base Name = Kite Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.235] [LastEpoch_Hud] Index = 1086, Base Name = Kite Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.235] [LastEpoch_Hud] Index = 1087, Base Name = Kite Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.235] [LastEpoch_Hud] Index = 1088, Base Name = Kite Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.235] [LastEpoch_Hud] Index = 1089, Base Name = Kite Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.235] [LastEpoch_Hud] Index = 1090, Base Name = Meruna Shell, Type = SHIELD, Classe Req = All
[23:18:38.236] [LastEpoch_Hud] Index = 1091, Base Name = Meruna Shell, Type = SHIELD, Classe Req = Acolyte
[23:18:38.236] [LastEpoch_Hud] Index = 1092, Base Name = Meruna Shell, Type = SHIELD, Classe Req = Mage
[23:18:38.236] [LastEpoch_Hud] Index = 1093, Base Name = Meruna Shell, Type = SHIELD, Classe Req = Primalist
[23:18:38.236] [LastEpoch_Hud] Index = 1094, Base Name = Meruna Shell, Type = SHIELD, Classe Req = Rogue
[23:18:38.236] [LastEpoch_Hud] Index = 1095, Base Name = Meruna Shell, Type = SHIELD, Classe Req = Sentinel
[23:18:38.236] [LastEpoch_Hud] Index = 1096, Base Name = Mountain Shield, Type = SHIELD, Classe Req = All
[23:18:38.236] [LastEpoch_Hud] Index = 1097, Base Name = Mountain Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.236] [LastEpoch_Hud] Index = 1098, Base Name = Mountain Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.236] [LastEpoch_Hud] Index = 1099, Base Name = Mountain Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.236] [LastEpoch_Hud] Index = 1100, Base Name = Mountain Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.236] [LastEpoch_Hud] Index = 1101, Base Name = Mountain Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.236] [LastEpoch_Hud] Index = 1102, Base Name = Carapace Shield, Type = SHIELD, Classe Req = All
[23:18:38.236] [LastEpoch_Hud] Index = 1103, Base Name = Carapace Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.236] [LastEpoch_Hud] Index = 1104, Base Name = Carapace Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.236] [LastEpoch_Hud] Index = 1105, Base Name = Carapace Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.236] [LastEpoch_Hud] Index = 1106, Base Name = Carapace Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.237] [LastEpoch_Hud] Index = 1107, Base Name = Carapace Shield, Type = SHIELD, Classe Req = Sentinel
